frequency_ratio,payoff_structure,word,baseline,slope,t,activation
1:4,binary,HF,0.5356554305610775,0.2713660644615063,3.5510204081632653,1.4992818635468343
1:4,binary,HF,0.5356554305610775,0.2713660644615063,3.673469387755102,1.5325103612359987
1:4,binary,HF,0.5356554305610775,0.2713660644615063,3.7959183673469385,1.5657388589251624
1:4,binary,HF,0.5356554305610775,0.2713660644615063,3.9183673469387754,1.5989673566143265
1:4,binary,HF,0.5356554305610775,0.2713660644615063,4.040816326530612,1.6321958543034905
1:4,binary,HF,0.5356554305610775,0.2713660644615063,4.163265306122449,1.6654243519926548
1:4,binary,HF,0.5356554305610775,0.2713660644615063,4.285714285714286,1.6986528496818187
1:4,binary,HF,0.5356554305610775,0.2713660644615063,4.408163265306122,1.7318813473709826
1:4,binary,HF,0.5356554305610775,0.2713660644615063,4.530612244897959,1.7651098450601468
1:4,binary,HF,0.5356554305610775,0.2713660644615063,4.653061224489796,1.7983383427493107
1:4,binary,HF,0.5356554305610775,0.2713660644615063,4.775510204081632,1.8315668404384748
1:4,binary,HF,0.5356554305610775,0.2713660644615063,4.8979591836734695,1.864795338127639
1:4,binary,HF,0.5356554305610775,0.2713660644615063,5.020408163265306,1.898023835816803
1:4,binary,HF,0.5356554305610775,0.2713660644615063,5.142857142857142,1.9312523335059668
1:4,binary,HF,0.5356554305610775,0.2713660644615063,5.26530612244898,1.964480831195131
1:4,binary,HF,0.5356554305610775,0.2713660644615063,5.387755102040816,1.997709328884295
1:4,binary,HF,0.5356554305610775,0.2713660644615063,5.5102040816326525,2.0309378265734592
1:4,binary,HF,0.5356554305610775,0.2713660644615063,5.63265306122449,2.064166324262623
1:4,binary,HF,0.5356554305610775,0.2713660644615063,5.755102040816326,2.097394821951787
1:4,binary,HF,0.5356554305610775,0.2713660644615063,5.877551020408163,2.130623319640951
1:4,binary,HF,0.5356554305610775,0.2713660644615063,6.0,2.163851817330115
1:4,binary,LF,0.0,1.4653092444312867,0.0,0.0
1:4,binary,LF,0.0,1.4653092444312867,0.12244897959183673,0.17942562176709634
1:4,binary,LF,0.0,1.4653092444312867,0.24489795918367346,0.3588512435341927
1:4,binary,LF,0.0,1.4653092444312867,0.36734693877551017,0.5382768653012889
1:4,binary,LF,0.0,1.4653092444312867,0.4897959183673469,0.7177024870683854
1:4,binary,LF,0.0,1.4653092444312867,0.6122448979591837,0.8971281088354817
1:4,binary,LF,0.0,1.4653092444312867,0.7346938775510203,1.0765537306025779
1:4,binary,LF,0.0,1.4653092444312867,0.8571428571428571,1.2559793523696743
1:4,binary,LF,0.0,1.4653092444312867,0.9795918367346939,1.4354049741367707
1:4,binary,LF,0.0,1.4653092444312867,1.1020408163265305,1.614830595903867
1:4,binary,LF,0.0,1.4653092444312867,1.2244897959183674,1.7942562176709633
1:4,binary,LF,0.0,1.4653092444312867,1.346938775510204,1.9736818394380595
1:4,binary,LF,0.0,1.4653092444312867,1.4693877551020407,2.1531074612051557
1:4,binary,LF,0.0,1.4653092444312867,1.5918367346938775,2.3325330829722524
1:4,binary,LF,0.0,1.4653092444312867,1.7142857142857142,2.5119587047393486
1:4,binary,LF,0.0,1.4653092444312867,1.836734693877551,2.691384326506445
1:4,binary,LF,0.0,1.4653092444312867,1.9591836734693877,2.8708099482735414
1:4,binary,LF,0.0,1.4653092444312867,2.0816326530612246,3.050235570040638
1:4,binary,LF,0.0,1.4653092444312867,2.204081632653061,3.229661191807734
1:4,binary,LF,0.0,1.4653092444312867,2.326530612244898,3.4090868135748305
1:4,binary,LF,0.0,1.4653092444312867,2.4489795918367347,3.5885124353419267
1:4,binary,LF,0.0,1.4653092444312867,2.571428571428571,3.767938057109023
1:4,binary,LF,0.0,1.4653092444312867,2.693877551020408,3.947363678876119
1:4,binary,LF,0.0,1.4653092444312867,2.816326530612245,4.126789300643216
1:4,binary,LF,0.0,1.4653092444312867,2.9387755102040813,4.3062149224103115
1:4,binary,LF,0.0,1.4653092444312867,3.061224489795918,4.485640544177408
1:4,binary,LF,0.0,1.4653092444312867,3.183673469387755,4.665066165944505
1:4,binary,LF,0.0,1.4653092444312867,3.306122448979592,4.844491787711601
1:4,binary,LF,0.0,1.4653092444312867,3.4285714285714284,5.023917409478697
1:4,binary,LF,0.0,1.4653092444312867,3.5510204081632653,5.203343031245794
1:4,binary,LF,0.0,1.4653092444312867,3.673469387755102,5.38276865301289
1:4,binary,LF,0.0,1.4653092444312867,3.7959183673469385,5.562194274779986
1:4,binary,LF,0.0,1.4653092444312867,3.9183673469387754,5.741619896547083
1:4,binary,LF,0.0,1.4653092444312867,4.040816326530612,5.921045518314179
1:4,binary,LF,0.0,1.4653092444312867,4.163265306122449,6.100471140081276
1:4,binary,LF,0.0,1.4653092444312867,4.285714285714286,6.279896761848372
1:4,binary,LF,0.0,1.4653092444312867,4.408163265306122,6.459322383615468
1:4,binary,LF,0.0,1.4653092444312867,4.530612244897959,6.638748005382564
1:4,binary,LF,0.0,1.4653092444312867,4.653061224489796,6.818173627149661
1:4,binary,LF,0.0,1.4653092444312867,4.775510204081632,6.997599248916757
1:4,binary,LF,0.0,1.4653092444312867,4.8979591836734695,7.177024870683853
1:4,binary,LF,0.0,1.4653092444312867,5.020408163265306,7.356450492450949
1:4,binary,LF,0.0,1.4653092444312867,5.142857142857142,7.535876114218046
1:4,binary,LF,0.0,1.4653092444312867,5.26530612244898,7.715301735985142
1:4,binary,LF,0.0,1.4653092444312867,5.387755102040816,7.894727357752238
1:4,binary,LF,0.0,1.4653092444312867,5.5102040816326525,8.074152979519335
1:4,binary,LF,0.0,1.4653092444312867,5.63265306122449,8.253578601286431
1:4,binary,LF,0.0,1.4653092444312867,5.755102040816326,8.433004223053528
1:4,binary,LF,0.0,1.4653092444312867,5.877551020408163,8.612429844820623
1:4,binary,LF,0.0,1.4653092444312867,6.0,8.79185546658772
